method,split,task,regime,mean_success_rate,ci95_success_rate,mean_mechanism_precision,ci95_mechanism_precision,mean_incompatible_retrieval_rate,ci95_incompatible_retrieval_rate,mean_damage_rate,ci95_damage_rate,mean_recovery_success,ci95_recovery_success,mean_query_cost,ci95_query_cost,mean_calibration_error,ci95_calibration_error,groups,episodes_per_group
no_retrieval_controller,heldout_mechanism,cable_route_around_hook,actuator_lag_shift,0.341837,0.035538,0.288756,0.001344,0.237408,0.000999,0.121577,0.000787,0.315117,0.001458,0.085048,0.000638,0.123752,0.000665,7,84
no_retrieval_controller,heldout_mechanism,cable_route_around_hook,compliance_shift,0.350340,0.044054,0.293143,0.001319,0.230448,0.000979,0.116422,0.002437,0.319032,0.001430,0.079484,0.002071,0.122568,0.002412,7,84
no_retrieval_controller,heldout_mechanism,cable_route_around_hook,compound_mechanism_shift,0.321429,0.040092,0.281478,0.001421,0.251244,0.003564,0.128919,0.001048,0.312610,0.005769,0.084624,0.000856,0.123509,0.000644,7,84
no_retrieval_controller,heldout_mechanism,cable_route_around_hook,friction_mismatch,0.379252,0.020638,0.296811,0.001331,0.221895,0.000989,0.111849,0.000756,0.319572,0.001444,0.081723,0.000648,0.120297,0.000658,7,84
no_retrieval_controller,heldout_mechanism,cable_route_around_hook,occluded_contact_shift,0.350340,0.036311,0.287254,0.001395,0.239592,0.002847,0.121679,0.000964,0.318886,0.005815,0.083763,0.000820,0.122531,0.000655,7,84
no_retrieval_controller,heldout_mechanism,cable_route_around_hook,source_matched,0.406463,0.038921,0.306282,0.004830,0.218328,0.000960,0.104805,0.001238,0.331596,0.004328,0.078371,0.001737,0.118124,0.000638,7,84
no_retrieval_controller,heldout_mechanism,cable_route_around_hook,support_topology_shift,0.375850,0.033720,0.295680,0.004761,0.228855,0.001037,0.111827,0.001199,0.319999,0.001514,0.080068,0.002546,0.123418,0.000691,7,84
no_retrieval_controller,heldout_mechanism,cloth_slide_over_edge,actuator_lag_shift,0.352041,0.026387,0.290873,0.001319,0.240193,0.000979,0.118473,0.001964,0.314417,0.001430,0.081518,0.000646,0.121552,0.001913,7,84
no_retrieval_controller,heldout_mechanism,cloth_slide_over_edge,compliance_shift,0.386054,0.015154,0.294334,0.004830,0.235968,0.000960,0.115981,0.000762,0.317180,0.005469,0.081994,0.002449,0.123385,0.000638,7,84
no_retrieval_controller,heldout_mechanism,cloth_slide_over_edge,compound_mechanism_shift,0.360544,0.013194,0.279511,0.005178,0.249250,0.001037,0.126267,0.000734,0.310079,0.001514,0.083221,0.000650,0.124899,0.002385,7,84
no_retrieval_controller,heldout_mechanism,cloth_slide_over_edge,friction_mismatch,0.343537,0.025166,0.300751,0.001306,0.226047,0.000970,0.109535,0.000786,0.320868,0.001416,0.079748,0.000659,0.117890,0.000645,7,84
no_retrieval_controller,heldout_mechanism,cloth_slide_over_edge,occluded_contact_shift,0.343537,0.037565,0.286648,0.004778,0.238619,0.001018,0.121846,0.000685,0.317846,0.001486,0.084827,0.000556,0.123477,0.000678,7,84
no_retrieval_controller,heldout_mechanism,cloth_slide_over_edge,source_matched,0.387755,0.028739,0.304260,0.001267,0.214579,0.000941,0.104294,0.000807,0.323928,0.001374,0.077750,0.002731,0.118312,0.000625,7,84
no_retrieval_controller,heldout_mechanism,cloth_slide_over_edge,support_topology_shift,0.377551,0.047687,0.295074,0.001370,0.227882,0.002854,0.111824,0.001218,0.311240,0.001572,0.077583,0.000990,0.122077,0.002403,7,84
no_retrieval_controller,heldout_mechanism,drawer_pull_with_stiction,actuator_lag_shift,0.365646,0.050332,0.282277,0.001370,0.242497,0.001018,0.122930,0.001527,0.313171,0.001486,0.084968,0.001187,0.124083,0.000678,7,84
no_retrieval_controller,heldout_mechanism,drawer_pull_with_stiction,compliance_shift,0.369048,0.047493,0.296114,0.003810,0.232332,0.000999,0.117788,0.001027,0.312408,0.001458,0.081913,0.002304,0.122992,0.000665,7,84
no_retrieval_controller,heldout_mechanism,drawer_pull_with_stiction,compound_mechanism_shift,0.392857,0.027889,0.283241,0.004727,0.247078,0.002834,0.127030,0.000963,0.299725,0.001656,0.082281,0.000808,0.125507,0.002599,7,84
no_retrieval_controller,heldout_mechanism,drawer_pull_with_stiction,friction_mismatch,0.418367,0.035066,0.299630,0.004786,0.225382,0.001008,0.111708,0.000901,0.315287,0.001472,0.080361,0.000728,0.119530,0.000671,7,84
no_retrieval_controller,heldout_mechanism,drawer_pull_with_stiction,occluded_contact_shift,0.416667,0.028803,0.289319,0.001421,0.240798,0.001056,0.118159,0.001085,0.311271,0.005374,0.079356,0.000888,0.121347,0.002376,7,84
no_retrieval_controller,heldout_mechanism,drawer_pull_with_stiction,source_matched,0.474490,0.032773,0.304980,0.005238,0.217009,0.000979,0.100522,0.000938,0.322867,0.001430,0.074544,0.000759,0.114068,0.000651,7,84
no_retrieval_controller,heldout_mechanism,drawer_pull_with_stiction,support_topology_shift,0.409864,0.037712,0.293172,0.005157,0.228345,0.001056,0.114542,0.002870,0.309879,0.001542,0.080687,0.000608,0.119916,0.000704,7,84
no_retrieval_controller,heldout_mechanism,peg_insert_contact_search,actuator_lag_shift,0.375850,0.032146,0.287406,0.001370,0.237876,0.003590,0.117556,0.001018,0.276591,0.001627,0.080162,0.000909,0.122759,0.002659,7,84
no_retrieval_controller,heldout_mechanism,peg_insert_contact_search,compliance_shift,0.396259,0.028674,0.288417,0.001344,0.233528,0.003603,0.112957,0.000497,0.284321,0.005835,0.079604,0.000430,0.118791,0.000605,7,84
no_retrieval_controller,heldout_mechanism,peg_insert_contact_search,compound_mechanism_shift,0.338435,0.043162,0.278821,0.004727,0.247301,0.001075,0.128827,0.002312,0.277936,0.001570,0.085040,0.000879,0.124071,0.000717,7,84
no_retrieval_controller,heldout_mechanism,peg_insert_contact_search,friction_mismatch,0.358844,0.025166,0.293772,0.001357,0.227957,0.002858,0.109635,0.002157,0.289214,0.005848,0.076755,0.000560,0.119704,0.002636,7,84
no_retrieval_controller,heldout_mechanism,peg_insert_contact_search,occluded_contact_shift,0.379252,0.028087,0.292656,0.001421,0.234832,0.003564,0.120743,0.000528,0.280447,0.004196,0.082324,0.000545,0.121390,0.000644,7,84
no_retrieval_controller,heldout_mechanism,peg_insert_contact_search,source_matched,0.389456,0.042514,0.302753,0.001319,0.210302,0.000979,0.105796,0.001318,0.288386,0.001430,0.077684,0.002230,0.118177,0.000651,7,84
no_retrieval_controller,heldout_mechanism,peg_insert_contact_search,support_topology_shift,0.380952,0.036004,0.289648,0.001421,0.230956,0.001056,0.111883,0.001045,0.289003,0.001542,0.081249,0.002059,0.122400,0.000704,7,84
no_retrieval_controller,heldout_mechanism,twist_lid_with_force_limit,actuator_lag_shift,0.355442,0.033166,0.287624,0.001383,0.239069,0.003898,0.119972,0.003258,0.273138,0.004247,0.082997,0.002807,0.125334,0.000612,7,84
no_retrieval_controller,heldout_mechanism,twist_lid_with_force_limit,compliance_shift,0.380952,0.041051,0.288714,0.003806,0.234781,0.001008,0.115315,0.002623,0.286099,0.001472,0.081263,0.002631,0.123693,0.000671,7,84
no_retrieval_controller,heldout_mechanism,twist_lid_with_force_limit,compound_mechanism_shift,0.358844,0.041500,0.281089,0.001460,0.251747,0.001085,0.125979,0.002626,0.279232,0.001584,0.086041,0.001136,0.125443,0.000724,7,84
no_retrieval_controller,heldout_mechanism,twist_lid_with_force_limit,friction_mismatch,0.375850,0.048534,0.292886,0.001370,0.228322,0.001018,0.112976,0.002028,0.287124,0.004296,0.080801,0.001959,0.120569,0.000678,7,84
no_retrieval_controller,heldout_mechanism,twist_lid_with_force_limit,occluded_contact_shift,0.406463,0.040552,0.290429,0.005147,0.234192,0.001066,0.118560,0.002216,0.276889,0.001556,0.082127,0.001105,0.121567,0.000711,7,84
no_retrieval_controller,heldout_mechanism,twist_lid_with_force_limit,source_matched,0.423469,0.028739,0.300842,0.003815,0.218473,0.000989,0.102008,0.001060,0.289976,0.005441,0.075262,0.000862,0.114096,0.000658,7,84
no_retrieval_controller,heldout_mechanism,twist_lid_with_force_limit,support_topology_shift,0.403061,0.037908,0.294281,0.001434,0.233746,0.001066,0.112346,0.001076,0.285308,0.004271,0.081124,0.002247,0.122639,0.000711,7,84
no_retrieval_controller,heldout_object,cable_route_around_hook,actuator_lag_shift,0.370748,0.031972,0.292932,0.001306,0.233376,0.000970,0.115100,0.001614,0.321649,0.001416,0.079056,0.000886,0.118955,0.001915,7,84
no_retrieval_controller,heldout_object,cable_route_around_hook,compliance_shift,0.318027,0.040000,0.300289,0.003834,0.230358,0.000951,0.115236,0.001298,0.326173,0.005479,0.078120,0.002394,0.120469,0.001920,7,84
no_retrieval_controller,heldout_object,cable_route_around_hook,compound_mechanism_shift,0.333333,0.019720,0.286230,0.001383,0.242498,0.003583,0.122716,0.001943,0.312260,0.001641,0.081444,0.002342,0.124632,0.001904,7,84
no_retrieval_controller,heldout_object,cable_route_around_hook,friction_mismatch,0.384354,0.038345,0.303291,0.001293,0.219591,0.000960,0.105986,0.001029,0.328626,0.001402,0.077216,0.000814,0.115539,0.000638,7,84
no_retrieval_controller,heldout_object,cable_route_around_hook,occluded_contact_shift,0.352041,0.031329,0.297646,0.001357,0.229931,0.001008,0.117288,0.001324,0.322344,0.001472,0.081259,0.001062,0.119597,0.000671,7,84
no_retrieval_controller,heldout_object,cable_route_around_hook,source_matched,0.370748,0.042120,0.309319,0.001255,0.210012,0.000931,0.103304,0.000684,0.334445,0.001360,0.071571,0.000524,0.114968,0.002434,7,84
no_retrieval_controller,heldout_object,cable_route_around_hook,support_topology_shift,0.360544,0.026317,0.294357,0.003806,0.227559,0.001008,0.113981,0.001657,0.330524,0.001472,0.079949,0.001749,0.119350,0.000671,7,84
no_retrieval_controller,heldout_object,cloth_slide_over_edge,actuator_lag_shift,0.374150,0.044928,0.289048,0.004838,0.235168,0.003960,0.118224,0.002771,0.311674,0.004312,0.078378,0.000873,0.119497,0.002463,7,84
no_retrieval_controller,heldout_object,cloth_slide_over_edge,compliance_shift,0.374150,0.033333,0.297765,0.001255,0.228025,0.000931,0.114247,0.000359,0.323040,0.001360,0.076241,0.000314,0.118188,0.002652,7,84
no_retrieval_controller,heldout_object,cloth_slide_over_edge,compound_mechanism_shift,0.335034,0.036868,0.282836,0.001357,0.244658,0.003914,0.122717,0.000936,0.310540,0.005344,0.081035,0.000810,0.121996,0.002435,7,84
no_retrieval_controller,heldout_object,cloth_slide_over_edge,friction_mismatch,0.377551,0.039347,0.296657,0.001267,0.215890,0.000941,0.105241,0.000857,0.318351,0.001374,0.077593,0.000673,0.115752,0.000625,7,84
no_retrieval_controller,heldout_object,cloth_slide_over_edge,occluded_contact_shift,0.369048,0.032998,0.297900,0.001331,0.231396,0.000989,0.115324,0.002704,0.319611,0.001444,0.076743,0.000758,0.119916,0.002620,7,84
no_retrieval_controller,heldout_object,cloth_slide_over_edge,source_matched,0.397959,0.031740,0.308157,0.001229,0.210416,0.000912,0.101492,0.002714,0.330162,0.001332,0.074208,0.000682,0.112273,0.000605,7,84
no_retrieval_controller,heldout_object,cloth_slide_over_edge,support_topology_shift,0.409864,0.042251,0.294611,0.003815,0.229024,0.000989,0.109084,0.000873,0.322646,0.005441,0.076124,0.000683,0.116239,0.001910,7,84
no_retrieval_controller,heldout_object,drawer_pull_with_stiction,actuator_lag_shift,0.430272,0.056569,0.295951,0.001331,0.233790,0.000989,0.117901,0.002835,0.312593,0.001444,0.078760,0.002966,0.122922,0.000658,7,84
no_retrieval_controller,heldout_object,drawer_pull_with_stiction,compliance_shift,0.423469,0.027822,0.301322,0.001306,0.227567,0.000970,0.109026,0.001169,0.317585,0.001416,0.077332,0.000944,0.116526,0.000645,7,84
no_retrieval_controller,heldout_object,drawer_pull_with_stiction,compound_mechanism_shift,0.397959,0.031329,0.286057,0.001408,0.245663,0.003570,0.125170,0.000920,0.307221,0.005780,0.081767,0.000906,0.121336,0.000637,7,84
no_retrieval_controller,heldout_object,drawer_pull_with_stiction,friction_mismatch,0.425170,0.050332,0.304173,0.001319,0.218402,0.000979,0.107974,0.002077,0.317231,0.001430,0.074970,0.002375,0.118409,0.001913,7,84
no_retrieval_controller,heldout_object,drawer_pull_with_stiction,occluded_contact_shift,0.394558,0.032375,0.293201,0.001383,0.231607,0.003898,0.115649,0.003136,0.309986,0.005326,0.080899,0.002132,0.120999,0.000612,7,84
no_retrieval_controller,heldout_object,drawer_pull_with_stiction,source_matched,0.433673,0.044928,0.303794,0.001280,0.207448,0.003635,0.101542,0.002544,0.315896,0.001529,0.071529,0.000702,0.112323,0.002502,7,84
no_retrieval_controller,heldout_object,drawer_pull_with_stiction,support_topology_shift,0.408163,0.035172,0.301346,0.003796,0.222374,0.001027,0.108295,0.001113,0.313295,0.001500,0.076087,0.002300,0.119485,0.001901,7,84
no_retrieval_controller,heldout_object,peg_insert_contact_search,actuator_lag_shift,0.352041,0.029187,0.286364,0.001331,0.237102,0.002865,0.116706,0.000695,0.287454,0.005870,0.080466,0.000656,0.119015,0.000623,7,84
no_retrieval_controller,heldout_object,peg_insert_contact_search,compliance_shift,0.392857,0.063187,0.292632,0.001306,0.224691,0.003622,0.113723,0.001369,0.283410,0.001557,0.077676,0.002892,0.120960,0.000585,7,84
no_retrieval_controller,heldout_object,peg_insert_contact_search,compound_mechanism_shift,0.379252,0.065884,0.289790,0.001408,0.240099,0.001047,0.123061,0.003292,0.279413,0.001528,0.083583,0.002262,0.123929,0.000697,7,84
no_retrieval_controller,heldout_object,peg_insert_contact_search,friction_mismatch,0.389456,0.022608,0.299609,0.004812,0.222051,0.002868,0.107321,0.000657,0.292583,0.005881,0.077448,0.000664,0.115876,0.000616,7,84
no_retrieval_controller,heldout_object,peg_insert_contact_search,occluded_contact_shift,0.408163,0.032088,0.297830,0.001383,0.228430,0.001027,0.113521,0.000792,0.285664,0.001500,0.076994,0.000655,0.118366,0.002389,7,84
no_retrieval_controller,heldout_object,peg_insert_contact_search,source_matched,0.391156,0.053748,0.312008,0.001280,0.210389,0.000951,0.101644,0.001477,0.300507,0.001388,0.075918,0.002321,0.115022,0.000632,7,84
no_retrieval_controller,heldout_object,peg_insert_contact_search,support_topology_shift,0.387755,0.041321,0.294541,0.003796,0.226058,0.001027,0.111935,0.001020,0.293844,0.001500,0.077232,0.000807,0.115832,0.000684,7,84
no_retrieval_controller,heldout_object,twist_lid_with_force_limit,actuator_lag_shift,0.352041,0.037367,0.292450,0.005218,0.235770,0.000999,0.118012,0.002971,0.285548,0.001458,0.080198,0.003045,0.123299,0.000665,7,84
no_retrieval_controller,heldout_object,twist_lid_with_force_limit,compliance_shift,0.404762,0.052915,0.298796,0.004812,0.228564,0.000979,0.109503,0.000964,0.289104,0.001430,0.077281,0.000718,0.116229,0.000651,7,84
no_retrieval_controller,heldout_object,twist_lid_with_force_limit,compound_mechanism_shift,0.367347,0.033555,0.284204,0.005157,0.242020,0.001056,0.123587,0.002938,0.277111,0.001542,0.084507,0.000765,0.123580,0.000704,7,84
no_retrieval_controller,heldout_object,twist_lid_with_force_limit,friction_mismatch,0.408163,0.040643,0.306876,0.001331,0.219891,0.000989,0.107638,0.002813,0.289468,0.001444,0.075223,0.002506,0.118450,0.001910,7,84
no_retrieval_controller,heldout_object,twist_lid_with_force_limit,occluded_contact_shift,0.384354,0.036616,0.296897,0.003792,0.228695,0.001037,0.113057,0.001375,0.280944,0.001514,0.078124,0.002049,0.121456,0.001898,7,84
no_retrieval_controller,heldout_object,twist_lid_with_force_limit,source_matched,0.433673,0.040369,0.304529,0.001293,0.207461,0.003629,0.102059,0.002278,0.285979,0.001543,0.070560,0.001000,0.114783,0.002443,7,84
no_retrieval_controller,heldout_object,twist_lid_with_force_limit,support_topology_shift,0.428571,0.048035,0.293608,0.001395,0.226323,0.001037,0.110179,0.001144,0.289124,0.001514,0.075170,0.000888,0.116636,0.002385,7,84
no_retrieval_controller,seen_corpus,cable_route_around_hook,actuator_lag_shift,0.374150,0.034854,0.300949,0.001267,0.228542,0.000941,0.114538,0.000855,0.331844,0.001374,0.075374,0.002300,0.119418,0.000625,7,84
no_retrieval_controller,seen_corpus,cable_route_around_hook,compliance_shift,0.403061,0.058151,0.299840,0.001242,0.217459,0.000922,0.108204,0.001485,0.329741,0.001346,0.072493,0.002516,0.116555,0.001928,7,84
no_retrieval_controller,seen_corpus,cable_route_around_hook,compound_mechanism_shift,0.362245,0.033720,0.294822,0.001344,0.234665,0.000999,0.121707,0.000575,0.323223,0.001458,0.081123,0.000484,0.119612,0.000665,7,84
no_retrieval_controller,seen_corpus,cable_route_around_hook,friction_mismatch,0.391156,0.043928,0.311324,0.003844,0.214769,0.002887,0.104222,0.003103,0.333695,0.005937,0.072351,0.000739,0.110294,0.000583,7,84
no_retrieval_controller,seen_corpus,cable_route_around_hook,occluded_contact_shift,0.346939,0.046786,0.295870,0.001319,0.222898,0.003937,0.112979,0.001078,0.324185,0.004271,0.078517,0.001081,0.116268,0.000579,7,84
no_retrieval_controller,seen_corpus,cable_route_around_hook,source_matched,0.437075,0.041899,0.311624,0.001216,0.200894,0.000903,0.098306,0.002220,0.338386,0.001318,0.069869,0.000872,0.107924,0.000599,7,84
no_retrieval_controller,seen_corpus,cable_route_around_hook,support_topology_shift,0.426871,0.033166,0.303734,0.001319,0.213454,0.000979,0.107572,0.000480,0.327186,0.001430,0.076066,0.000413,0.114610,0.000651,7,84
no_retrieval_controller,seen_corpus,cloth_slide_over_edge,actuator_lag_shift,0.380952,0.055311,0.297917,0.001242,0.227636,0.000922,0.115554,0.001183,0.325522,0.001346,0.075123,0.000885,0.114673,0.001928,7,84
no_retrieval_controller,seen_corpus,cloth_slide_over_edge,compliance_shift,0.413265,0.039675,0.300456,0.001216,0.219289,0.000903,0.107751,0.003265,0.327412,0.001318,0.075162,0.000509,0.113683,0.000599,7,84
no_retrieval_controller,seen_corpus,cloth_slide_over_edge,compound_mechanism_shift,0.387755,0.020905,0.294568,0.003820,0.237557,0.000979,0.117162,0.000561,0.322446,0.001430,0.077426,0.000508,0.116324,0.000651,7,84
no_retrieval_controller,seen_corpus,cloth_slide_over_edge,friction_mismatch,0.408163,0.023727,0.312403,0.001229,0.213516,0.003662,0.101346,0.000741,0.326866,0.005934,0.075157,0.000755,0.113315,0.000546,7,84
no_retrieval_controller,seen_corpus,cloth_slide_over_edge,occluded_contact_shift,0.382653,0.050259,0.301550,0.001293,0.223381,0.000960,0.109872,0.001110,0.325035,0.001402,0.076501,0.000846,0.114761,0.000638,7,84
no_retrieval_controller,seen_corpus,cloth_slide_over_edge,source_matched,0.389456,0.035538,0.315888,0.001191,0.205460,0.000883,0.097608,0.000742,0.332334,0.006049,0.068312,0.000587,0.109213,0.002678,7,84
no_retrieval_controller,seen_corpus,cloth_slide_over_edge,support_topology_shift,0.414966,0.038249,0.309414,0.001293,0.219082,0.000960,0.105804,0.000749,0.330403,0.001402,0.074717,0.000594,0.113195,0.000638,7,84
no_retrieval_controller,seen_corpus,drawer_pull_with_stiction,actuator_lag_shift,0.411565,0.036311,0.297437,0.001293,0.224306,0.000960,0.111942,0.002405,0.315660,0.001402,0.074539,0.000824,0.115600,0.002420,7,84
